locality_code,locality_name,district_code,district_name,municipal_status_code,municipal_status_name
967,אבו ג'ווייעד (שבט),62,באר שבע,,חסר מעמד מוניציפלי
472,אבו גוש,11,ירושלים,99.0,מועצה מקומית
473,אבו סנאן,24,עכו,99.0,מועצה מקומית
935,אבו סריחאן (שבט),62,באר שבע,,חסר מעמד מוניציפלי
958,אבו עבדון (שבט),62,באר שבע,,חסר מעמד מוניציפלי
1042,אבו עמאר (שבט),62,באר שבע,,חסר מעמד מוניציפלי
932,אבו עמרה (שבט),62,באר שבע,,חסר מעמד מוניציפלי
1342,אבו קורינאת (יישוב),62,באר שבע,68.0,מועצה אזורית נווה מדבר
968,אבו קורינאת (שבט),62,באר שבע,,חסר מעמד מוניציפלי
966,אבו רובייעה (שבט),62,באר שבע,,חסר מעמד מוניציפלי
961,אבו רוקייק (שבט),62,באר שבע,,חסר מעמד מוניציפלי
1375,אבו תלול,62,באר שבע,68.0,מועצה אזורית נווה מדבר
652,אבטין,31,חיפה,12.0,מועצה אזורית זבולון
1275,אבטליון,24,עכו,56.0,מועצה אזורית משגב
679,אביאל,32,חדרה,45.0,מועצה אזורית אלונה
1115,אביבים,21,צפת,2.0,מועצה אזורית מרום הגליל
819,אביגדור,61,אשקלון,33.0,מועצה אזורית באר טוביה
175,אביחיל,41,השרון,16.0,מועצה אזורית עמק חפר
2052,אביטל,23,יזרעאל,8.0,מועצה אזורית הגלבוע
1070,אביעזר,11,ירושלים,26.0,מועצה אזורית מטה יהודה
1220,אבירים,24,עכו,52.0,מועצה אזורית מעלה יוסף
182,אבן יהודה,41,השרון,99.0,מועצה מקומית
1081,אבן מנחם,24,עכו,52.0,מועצה אזורית מעלה יוסף
783,אבן ספיר,11,ירושלים,26.0,מועצה אזורית מטה יהודה
400,אבן שמואל,61,אשקלון,34.0,מועצה אזורית שפיר
4011,אבני איתן,29,גולן,71.0,מועצה אזורית גולן
3793,אבני חפץ,73,טול כרם,72.0,מועצה אזורית שומרון
3786,אבנת,75,ירדן-יריחו,74.0,מועצה אזורית מגילות ים המלח
1311,אבשלום,62,באר שבע,38.0,מועצה אזורית אשכול
3759,אדורה,77,חברון,78.0,מועצה אזורית הר חברון
113,אדירים,23,יזרעאל,8.0,מועצה אזורית הגלבוע
1068,אדמית,24,עכו,4.0,מועצה אזורית מטה אשר
1123,אדרת,11,ירושלים,26.0,מועצה אזורית מטה יהודה
446,אודים,41,השרון,19.0,מועצה אזורית חוף השרון
4010,אודם,29,גולן,71.0,מועצה אזורית גולן
1046,אוהד,62,באר שבע,38.0,מועצה אזורית אשכול
2710,אום אל-פחם,32,חדרה,0.0,עירייה
2024,אום אל-קוטוף,32,חדרה,14.0,מועצה אזורית מנשה
1358,אום בטין,62,באר שבע,69.0,מועצה אזורית אל קסום
1108,אומן,23,יזרעאל,8.0,מועצה אזורית הגלבוע
680,אומץ,41,השרון,16.0,מועצה אזורית עמק חפר
31,אופקים,62,באר שבע,0.0,עירייה
1294,אור הגנוז,21,צפת,2.0,מועצה אזורית מרום הגליל
67,אור הנר,61,אשקלון,37.0,מועצה אזורית שער הנגב
2400,אור יהודה,52,תל אביב,0.0,עירייה
1020,אור עקיבא,32,חדרה,0.0,עירייה
780,אורה,11,ירושלים,26.0,מועצה אזורית מטה יהודה
1771,אורון,62,באר שבע,48.0,מועצה אזורית רמת נגב
2012,אורות,61,אשקלון,33.0,מועצה אזורית באר טוביה
4013,אורטל,29,גולן,71.0,מועצה אזורית גולן
403,אורים,62,באר שבע,38.0,מועצה אזורית אשכול
882,אורנים,31,חיפה,12.0,מועצה אזורית זבולון
3760,אורנית,73,טול כרם,99.0,מועצה מקומית
278,אושה,31,חיפה,12.0,מועצה אזורית זבולון
565,אזור,53,תל אביב,99.0,מועצה מקומית
1852,"אזור אילון מ""א 4",24,עכו,4.0,מועצה אזורית מטה אשר
1851,"אזור אילון מ""א 52",24,עכו,52.0,מועצה אזורית מעלה יוסף
1853,"אזור אילון של""ש",24,עכו,,חסר מעמד מוניציפלי
1922,"אזור אשדוד מ""א 29",61,אשקלון,29.0,מועצה אזורית חבל יבנה
1921,"אזור אשדוד מ""א 33",61,אשקלון,33.0,מועצה אזורית באר טוביה
1923,"אזור אשדוד של""ש",61,אשקלון,,חסר מעמד מוניציפלי
1924,"אזור אשקלון מ""א 36",61,אשקלון,36.0,מועצה אזורית חוף אשקלון
1926,"אזור אשקלון מ""א 37",61,אשקלון,37.0,מועצה אזורית שער הנגב
1937,"אזור באר שבע מ""א 41",62,באר שבע,41.0,מועצה אזורית בני שמעון
1938,"אזור באר שבע מ""א 51",62,באר שבע,51.0,מועצה אזורית תמר
1939,"אזור באר שבע של""ש",62,באר שבע,,חסר מעמד מוניציפלי
1933,"אזור בשור מ""א 38",62,באר שבע,38.0,מועצה אזורית אשכול
1935,"אזור בשור מ""א 39",62,באר שבע,39.0,מועצה אזורית שדות נגב
1934,"אזור בשור מ""א 42",62,באר שבע,42.0,מועצה אזורית מרחבים
1907,"אזור גלילות מ""א 19",51,תל אביב,19.0,מועצה אזורית חוף השרון
1931,"אזור גרר מ""א 39",62,באר שבע,39.0,מועצה אזורית שדות נגב
1929,"אזור גרר מ""א 41",62,באר שבע,41.0,מועצה אזורית בני שמעון
1930,"אזור גרר מ""א 42",62,באר שבע,42.0,מועצה אזורית מרחבים
1866,"אזור זכרון יעקב מ""א 15",32,חדרה,15.0,מועצה אזורית חוף הכרמל
1867,"אזור זכרון יעקב של""ש",32,חדרה,,חסר מעמד מוניציפלי
1873,"אזור חדרה מ""א 14",32,חדרה,14.0,מועצה אזורית מנשה
1872,"אזור חדרה מ""א 15",32,חדרה,15.0,מועצה אזורית חוף הכרמל
1871,"אזור חדרה מ""א 45",32,חדרה,45.0,מועצה אזורית אלונה
1874,"אזור חדרה של""ש",32,חדרה,,חסר מעמד מוניציפלי
1909,"אזור חולון של""ש",53,תל אביב,,חסר מעמד מוניציפלי
1860,"אזור חיפה מ""א 12",31,חיפה,12.0,מועצה אזורית זבולון
1862,"אזור חיפה של""ש",31,חיפה,,חסר מעמד מוניציפלי
1813,"אזור חצור מ""א 1",21,צפת,1.0,מועצה אזורית הגליל העליון
1814,"אזור חצור מ""א 55",21,צפת,55.0,מועצה אזורית מבואות החרמון
1815,"אזור חצור של""ש",21,צפת,,חסר מעמד מוניציפלי
1848,"אזור יחיעם מ""א 2",24,עכו,2.0,מועצה אזורית מרום הגליל
1846,"אזור יחיעם מ""א 4",24,עכו,4.0,מועצה אזורית מטה אשר
1847,"אזור יחיעם מ""א 52",24,עכו,52.0,מועצה אזורית מעלה יוסף
1849,"אזור יחיעם מ""א 56",24,עכו,56.0,מועצה אזורית משגב
1850,"אזור יחיעם של""ש",24,עכו,,חסר מעמד מוניציפלי
1942,"אזור ים המלח מ""א 51",62,באר שבע,51.0,מועצה אזורית תמר
1836,"אזור יקנעם מ""א 13",23,יזרעאל,13.0,מועצה אזורית מגידו
1835,"אזור יקנעם מ""א 9",23,יזרעאל,9.0,מועצה אזורית עמק יזרעאל
1805,"אזור כינרות מ""א 3",22,כנרת,3.0,מועצה אזורית הגליל התחתון
1816,"אזור כנרות מ""א 1",22,כנרת,1.0,מועצה אזורית הגליל העליון
1817,"אזור כנרות מ""א 6",22,כנרת,6.0,מועצה אזורית עמק הירדן
1818,"אזור כנרות של""ש",22,כנרת,,חסר מעמד מוניציפלי
1843,"אזור כרמיאל מ""א 2",24,עכו,2.0,מועצה אזורית מרום הגליל
1844,"אזור כרמיאל מ""א 56",24,עכו,56.0,מועצה אזורית משגב
1845,"אזור כרמיאל של""ש",24,עכו,,חסר מעמד מוניציפלי
1919,"אזור לכיש מ""א 34",61,אשקלון,34.0,מועצה אזורית שפיר
1917,"אזור לכיש מ""א 35",61,אשקלון,35.0,מועצה אזורית יואב
1920,"אזור לכיש מ""א 41",61,אשקלון,41.0,מועצה אזורית בני שמעון
1918,"אזור לכיש מ""א 50",61,אשקלון,50.0,מועצה אזורית לכיש
1887,"אזור מודיעין מ""א 25",43,רמלה,25.0,מועצה אזורית חבל מודיעין
1890,"אזור מודיעין מ""א 30",43,רמלה,30.0,מועצה אזורית גזר
1895,"אזור מודיעין של""ש",43,רמלה,,חסר מעמד מוניציפלי
1911,"אזור מלאכי מ""א 33",61,אשקלון,33.0,מועצה אזורית באר טוביה
1915,"אזור מלאכי מ""א 34",61,אשקלון,34.0,מועצה אזורית שפיר
1913,"אזור מלאכי מ""א 35",61,אשקלון,35.0,מועצה אזורית יואב
1914,"אזור מלאכי מ""א 50",61,אשקלון,50.0,מועצה אזורית לכיש
1855,"אזור נהרייה מ""א 4",24,עכו,4.0,מועצה אזורית מטה אשר
1856,"אזור נהרייה של""ש",24,עכו,,חסר מעמד מוניציפלי
1858,"אזור עכו מ""א 4",24,עכו,4.0,מועצה אזורית מטה אשר
1857,"אזור עכו מ""א 56",24,עכו,56.0,מועצה אזורית משגב
1859,"אזור עכו של""ש",24,עכו,,חסר מעמד מוניציפלי
1888,"אזור פתח תקווה מ""א 20",42,פתח תקווה,20.0,מועצה אזורית דרום השרון
1886,"אזור פתח תקווה מ""א 25",42,פתח תקווה,25.0,מועצה אזורית חבל מודיעין
1889,"אזור פתח תקווה של""ש",42,פתח תקווה,,חסר מעמד מוניציפלי
1903,"אזור ראשל""צ מ""א 27",44,רחובות,27.0,מועצה אזורית גן רווה
1904,"אזור ראשל""צ של""ש",44,רחובות,,חסר מעמד מוניציפלי
1896,"אזור רחובות מ""א 28",44,רחובות,28.0,מועצה אזורית ברנר
1899,"אזור רחובות מ""א 29",44,רחובות,29.0,מועצה אזורית חבל יבנה
1898,"אזור רחובות מ""א 30",44,רחובות,30.0,מועצה אזורית גזר
1901,"אזור רחובות מ""א 31",44,רחובות,31.0,מועצה אזורית נחל שורק
1897,"אזור רחובות מ""א 32",44,רחובות,32.0,מועצה אזורית גדרות
1902,"אזור רחובות של""ש",44,רחובות,,חסר מעמד מוניציפלי
1892,"אזור רמלה מ""א 25",43,רמלה,25.0,מועצה אזורית חבל מודיעין
1891,"אזור רמלה מ""א 30",43,רמלה,30.0,מועצה אזורית גזר
1893,"אזור רמלה מ""א 40",43,רמלה,40.0,מועצה אזורית שדות דן
1894,"אזור רמלה של""ש",43,רמלה,,חסר מעמד מוניציפלי
1908,"אזור רמת גן של""ש",52,תל אביב,,חסר מעמד מוניציפלי
1841,"אזור שפרעם מ""א 56",24,עכו,56.0,מועצה אזורית משגב
1840,"אזור שפרעם מ""א 9",24,עכו,9.0,מועצה אזורית עמק יזרעאל
1842,"אזור שפרעם של""ש",24,עכו,,חסר מעמד מוניציפלי
1905,"אזור תל אביב של""ש",51,תל אביב,,חסר מעמד מוניציפלי
1724,אזור תעסוקה משגב(תרדיון),24,עכו,56.0,מועצה אזורית משגב
1865,"אזור תעשיה אכסאל מ""א 9",23,יזרעאל,9.0,מועצה אזורית עמק יזרעאל
1726,אזור תעשייה אכזיב (מילואות),24,עכו,4.0,מועצה אזורית מטה אשר
1727,אזור תעשייה נעמן (מילואות),24,עכו,4.0,מועצה אזורית מטה אשר
1157,אחווה,61,אשקלון,33.0,מועצה אזורית באר טוביה
821,אחוזם,61,אשקלון,50.0,מועצה אזורית לכיש
1330,אחוזת ברק,23,יזרעאל,9.0,מועצה אזורית עמק יזרעאל
785,אחיהוד,24,עכו,4.0,מועצה אזורית מטה אשר
850,אחיטוב,41,השרון,16.0,מועצה אזורית עמק חפר
804,אחיסמך,43,רמלה,25.0,מועצה אזורית חבל מודיעין
797,אחיעזר,43,רמלה,40.0,מועצה אזורית שדות דן
965,אטרש (שבט),62,באר שבע,,חסר מעמד מוניציפלי
338,איבים,61,אשקלון,37.0,מועצה אזורית שער הנגב
716,אייל,42,פתח תקווה,20.0,מועצה אזורית דרום השרון
77,איילת השחר,21,צפת,1.0,מועצה אזורית הגליל העליון
294,אילון,24,עכו,4.0,מועצה אזורית מטה אשר
1716,אילון תבור*,23,יזרעאל,9.0,מועצה אזורית עמק יזרעאל
1126,אילות,62,באר שבע,53.0,מועצה אזורית חבל אילות
49,אילנייה,22,כנרת,3.0,מועצה אזורית הגליל התחתון
2600,אילת,62,באר שבע,0.0,עירייה
1336,אירוס,44,רחובות,27.0,מועצה אזורית גן רווה
3762,איתמר,72,שכם,72.0,מועצה אזורית שומרון
37,איתן,61,אשקלון,34.0,מועצה אזורית שפיר
886,איתנים,11,ירושלים,26.0,מועצה אזורית מטה יהודה
478,אכסאל,23,יזרעאל,99.0,מועצה מקומית
1339,אל -עזי,61,אשקלון,35.0,מועצה אזורית יואב
1316,אל -עריאן,32,חדרה,14.0,מועצה אזורית מנשה
4003,אל -רום,29,גולן,71.0,מועצה אזורית גולן
1359,אל סייד,62,באר שבע,69.0,מועצה אזורית אל קסום
1145,אלומה,61,אשקלון,34.0,מועצה אזורית שפיר
330,אלומות,22,כנרת,6.0,מועצה אזורית עמק הירדן
1182,אלון הגליל,23,יזרעאל,9.0,מועצה אזורית עמק יזרעאל
3579,אלון מורה,72,שכם,72.0,מועצה אזורית שומרון
3604,אלון שבות,76,בית לחם,76.0,מועצה אזורית גוש עציון
429,אלוני אבא,23,יזרעאל,9.0,מועצה אזורית עמק יזרעאל
4017,אלוני הבשן,29,גולן,71.0,מועצה אזורית גולן
868,אלוני יצחק,32,חדרה,14.0,מועצה אזורית מנשה
285,אלונים,23,יזרעאל,9.0,מועצה אזורית עמק יזרעאל
4002,אלי-עד,29,גולן,71.0,מועצה אזורית גולן
1365,אליאב,61,אשקלון,50.0,מועצה אזורית לכיש
41,אליכין,41,השרון,99.0,מועצה מקומית
1248,אליפז,62,באר שבע,53.0,מועצה אזורית חבל אילות
730,אליפלט,21,צפת,55.0,מועצה אזורית מבואות החרמון
682,אליקים,23,יזרעאל,13.0,מועצה אזורית מגידו
204,אלישיב,41,השרון,16.0,מועצה אזורית עמק חפר
841,אלישמע,42,פתח תקווה,20.0,מועצה אזורית דרום השרון
1125,אלמגור,22,כנרת,6.0,מועצה אזורית עמק הירדן
3556,אלמוג,75,ירדן-יריחו,74.0,מועצה אזורית מגילות ים המלח
1309,אלעד,42,פתח תקווה,0.0,עירייה
3618,אלעזר,76,בית לחם,76.0,מועצה אזורית גוש עציון
3750,אלפי מנשה,73,טול כרם,99.0,מועצה מקומית
603,אלקוש,24,עכו,52.0,מועצה אזורית מעלה יוסף
3560,אלקנה,73,טול כרם,99.0,מועצה מקומית
772,אמונים,61,אשקלון,33.0,מועצה אזורית באר טוביה
1064,אמירים,21,צפת,2.0,מועצה אזורית מרום הגליל
1253,אמנון,21,צפת,55.0,מועצה אזורית מבואות החרמון
23,אמציה,61,אשקלון,50.0,מועצה אזורית לכיש
4012,אניעם,29,גולן,71.0,מועצה אזורית גולן
960,אסד (שבט),62,באר שבע,,חסר מעמד מוניציפלי
3754,אספר,77,חברון,76.0,מועצה אזורית גוש עציון
529,אעבלין,24,עכו,99.0,מועצה מקומית
963,אעצם (שבט),62,באר שבע,,חסר מעמד מוניציפלי
959,אפיניש (שבט),62,באר שבע,,חסר מעמד מוניציפלי
4301,אפיק,29,גולן,71.0,מועצה אזורית גולן
176,אפיקים,22,כנרת,6.0,מועצה אזורית עמק הירדן
313,אפק,24,עכו,4.0,מועצה אזורית מטה אשר
3650,אפרת,76,בית לחם,99.0,מועצה מקומית
701,ארבל,22,כנרת,3.0,מועצה אזורית הגליל התחתון
3598,ארגמן,75,ירדן-יריחו,75.0,מועצה אזורית ערבות הירדן
714,ארז,61,אשקלון,37.0,מועצה אזורית שער הנגב
3570,אריאל,73,טול כרם,0.0,עירייה
1324,ארסוף,41,השרון,19.0,מועצה אזורית חוף השרון
71,אשבול,62,באר שבע,42.0,מועצה אזורית מרחבים
1276,אשבל,24,עכו,56.0,מועצה אזורית משגב
70,אשדוד,61,אשקלון,0.0,עירייה
199,אשדות יעקב (איחוד),22,כנרת,6.0,מועצה אזורית עמק הירדן
188,אשדות יעקב (מאוחד),22,כנרת,6.0,מועצה אזורית עמק הירדן
1188,אשחר,24,עכו,56.0,מועצה אזורית משגב
3722,אשכולות,77,חברון,78.0,מועצה אזורית הר חברון
2021,אשל הנשיא,62,באר שבע,42.0,מועצה אזורית מרחבים
1152,אשלים,62,באר שבע,48.0,מועצה אזורית רמת נגב
7100,אשקלון,61,אשקלון,0.0,עירייה
1256,אשרת,24,עכו,4.0,מועצה אזורית מטה אשר
740,אשתאול,11,ירושלים,26.0,מועצה אזורית מטה יהודה
6000,באקה אל-גרביה,32,חדרה,0.0,עירייה
21,באר אורה,62,באר שבע,53.0,מועצה אזורית חבל אילות
1376,באר גנים,61,אשקלון,36.0,מועצה אזורית חוף אשקלון
155,באר טוביה,61,אשקלון,33.0,מועצה אזורית באר טוביה
2530,באר יעקב,43,רמלה,0.0,עירייה
1278,באר מילכה,62,באר שבע,48.0,מועצה אזורית רמת נגב
9000,באר שבע,62,באר שבע,0.0,עירייה
450,בארות יצחק,42,פתח תקווה,25.0,מועצה אזורית חבל מודיעין
697,בארותיים,41,השרון,16.0,מועצה אזורית עמק חפר
399,בארי,62,באר שבע,38.0,מועצה אזורית אשכול
559,בוסתן הגליל,24,עכו,4.0,מועצה אזורית מטה אשר
482,בועיינה-נוג'ידאת,25,יזרעאל,99.0,מועצה מקומית
4001,בוקעאתא,29,גולן,99.0,מועצה מקומית
698,בורגתה,41,השרון,16.0,מועצה אזורית עמק חפר
2043,בחן,41,השרון,16.0,מועצה אזורית עמק חפר
762,בטחה,62,באר שבע,42.0,מועצה אזורית מרחבים
1725,"בי""ס אזורי מקיף (אשר)",24,עכו,4.0,מועצה אזורית מטה אשר
234,ביצרון,61,אשקלון,33.0,מועצה אזורית באר טוביה
998,ביר אל-מכסור,24,עכו,99.0,מועצה מקומית
1348,ביר הדאג',62,באר שבע,68.0,מועצה אזורית נווה מדבר
368,בירייה,21,צפת,2.0,מועצה אזורית מרום הגליל
317,בית אורן,32,חדרה,15.0,מועצה אזורית חוף הכרמל
3574,בית אל,74,ראמאללה,99.0,מועצה מקומית
562,בית אלעזרי,44,רחובות,28.0,מועצה אזורית ברנר
95,בית אלפא,23,יזרעאל,8.0,מועצה אזורית הגלבוע
3652,בית אריה-עופרים,74,ראמאללה,99.0,מועצה מקומית
1076,בית ברל,42,פתח תקווה,20.0,מועצה אזורית דרום השרון
480,בית ג'ן,24,עכו,99.0,מועצה מקומית
619,בית גוברין,61,אשקלון,35.0,מועצה אזורית יואב
571,בית גמליאל,44,רחובות,29.0,מועצה אזורית חבל יבנה
466,בית דגן,43,רמלה,99.0,מועצה מקומית
723,בית הגדי,62,באר שבע,39.0,מועצה אזורית שדות נגב
373,בית הלוי,41,השרון,16.0,מועצה אזורית עמק חפר
322,בית הלל,21,צפת,55.0,מועצה אזורית מבואות החרמון
572,בית העמק,24,עכו,4.0,מועצה אזורית מטה אשר
3645,בית הערבה,75,ירדן-יריחו,74.0,מועצה אזורית מגילות ים המלח
242,בית השיטה,23,יזרעאל,8.0,מועצה אזורית הגלבוע
353,בית זיד,23,יזרעאל,9.0,מועצה אזורית עמק יזרעאל
710,בית זית,11,ירושלים,26.0,מועצה אזורית מטה יהודה
143,בית זרע,22,כנרת,6.0,מועצה אזורית עמק הירדן
1712,בית חולים פוריה,22,כנרת,6.0,מועצה אזורית עמק הירדן
3575,בית חורון,74,ראמאללה,73.0,מועצה אזורית מטה בנימין
877,בית חירות,41,השרון,16.0,מועצה אזורית עמק חפר
2033,בית חלקיה,44,רחובות,31.0,מועצה אזורית נחל שורק
159,בית חנן,44,רחובות,27.0,מועצה אזורית גן רווה
800,בית חנניה,32,חדרה,15.0,מועצה אזורית חוף הכרמל
1050,בית חשמונאי,43,רמלה,30.0,מועצה אזורית גזר
288,בית יהושע,41,השרון,19.0,מועצה אזורית חוף השרון
265,בית יוסף,23,יזרעאל,7.0,מועצה אזורית עמק המעיינות
200,בית ינאי,41,השרון,16.0,מועצה אזורית עמק חפר
326,בית יצחק-שער חפר,41,השרון,16.0,מועצה אזורית עמק חפר
430,בית לחם הגלילית,23,יזרעאל,9.0,מועצה אזורית עמק יזרעאל
751,בית מאיר,11,ירושלים,26.0,מועצה אזורית מטה יהודה
784,בית נחמיה,43,רמלה,25.0,מועצה אזורית חבל מודיעין
16,בית ניר,61,אשקלון,35.0,מועצה אזורית יואב
672,בית נקופה,11,ירושלים,26.0,מועצה אזורית מטה יהודה
202,בית עובד,44,רחובות,27.0,מועצה אזורית גן רווה
301,בית עוזיאל,43,רמלה,30.0,מועצה אזורית גזר
756,בית עזרא,61,אשקלון,33.0,מועצה אזורית באר טוביה
604,בית עריף,43,רמלה,25.0,מועצה אזורית חבל מודיעין
212,בית צבי,32,חדרה,15.0,מועצה אזורית חוף הכרמל
598,בית קמה,62,באר שבע,41.0,מועצה אזורית בני שמעון
365,בית קשת,22,כנרת,3.0,מועצה אזורית הגליל התחתון
848,בית רבן,44,רחובות,29.0,מועצה אזורית חבל יבנה
1162,בית רימון,23,יזרעאל,3.0,מועצה אזורית הגליל התחתון
9200,בית שאן,23,יזרעאל,0.0,עירייה
2610,בית שמש,11,ירושלים,0.0,עירייה
248,בית שערים,23,יזרעאל,9.0,מועצה אזורית עמק יזרעאל
747,בית שקמה,61,אשקלון,36.0,מועצה אזורית חוף אשקלון
252,ביתן אהרן,41,השרון,16.0,מועצה אזורית עמק חפר
3780,ביתר עילית,76,בית לחם,0.0,עירייה
94,בלפוריה,23,יזרעאל,9.0,מועצה אזורית עמק יזרעאל
760,בן זכאי,44,רחובות,29.0,מועצה אזורית חבל יבנה
712,בן עמי,24,עכו,4.0,מועצה אזורית מטה אשר
1084,בן שמן (כפר נוער),43,רמלה,25.0,מועצה אזורית חבל מודיעין
2013,בן שמן (מושב),43,רמלה,25.0,מועצה אזורית חבל מודיעין
6100,בני ברק,52,תל אביב,0.0,עירייה
1368,בני דקלים,61,אשקלון,50.0,מועצה אזורית לכיש
592,בני דרום,44,רחובות,29.0,מועצה אזורית חבל יבנה
386,בני דרור,41,השרון,18.0,מועצה אזורית לב השרון
4015,בני יהודה,29,גולן,71.0,מועצה אזורית גולן
1363,בני נצרים,62,באר שבע,38.0,מועצה אזורית אשכול
448,בני עטרות,42,פתח תקווה,25.0,מועצה אזורית חבל מודיעין
1066,"בני עי""ש",44,רחובות,99.0,מועצה מקומית
418,בני ציון,41,השרון,19.0,מועצה אזורית חוף השרון
588,בני ראם,44,רחובות,31.0,מועצה אזורית נחל שורק
685,בניה,44,רחובות,28.0,מועצה אזורית ברנר
9800,בנימינה-גבעת עדה*,32,חדרה,99.0,מועצה מקומית
1326,"בסמ""ה",32,חדרה,99.0,מועצה מקומית
944,בסמת טבעון,23,יזרעאל,99.0,מועצה מקומית
483,בענה,24,עכו,99.0,מועצה מקומית
389,בצרה,41,השרון,19.0,מועצה אזורית חוף השרון
589,בצת,24,עכו,4.0,מועצה אזורית מטה אשר
864,בקוע,11,ירושלים,26.0,מועצה אזורית מטה יהודה
3612,בקעות,75,ירדן-יריחו,75.0,מועצה אזורית ערבות הירדן
1854,"בקעת נטופה מ""א 56",24,עכו,56.0,מועצה אזורית משגב
1884,"בקעת תירען מ""א 3",23,יזרעאל,3.0,מועצה אזורית הגליל התחתון
1728,בר-לב,24,עכו,4.0,מועצה אזורית מטה אשר
823,בר גיורא,11,ירושלים,26.0,מועצה אזורית מטה יהודה
1191,בר יוחאי,21,צפת,2.0,מועצה אזורית מרום הגליל
3744,ברוכין,73,טול כרם,72.0,מועצה אזורית שומרון
428,ברור חיל,61,אשקלון,37.0,מועצה אזורית שער הנגב
2060,ברוש,62,באר שבע,41.0,מועצה אזורית בני שמעון
3710,ברכה,72,שכם,72.0,מועצה אזורית שומרון
746,ברכיה,61,אשקלון,36.0,מועצה אזורית חוף אשקלון
667,ברעם,24,עכו,1.0,מועצה אזורית הגליל העליון
141,ברק,23,יזרעאל,8.0,מועצה אזורית הגלבוע
617,ברקאי,32,חדרה,14.0,מועצה אזורית מנשה
3654,ברקן,73,טול כרם,72.0,מועצה אזורית שומרון
2038,ברקת,42,פתח תקווה,25.0,מועצה אזורית חבל מודיעין
1323,בת הדר,61,אשקלון,36.0,מועצה אזורית חוף אשקלון
1361,בת חן,41,השרון,16.0,מועצה אזורית עמק חפר
1319,בת חפר,41,השרון,16.0,מועצה אזורית עמק חפר
6200,בת ים,53,תל אביב,0.0,עירייה
3794,בת עין,76,בית לחם,76.0,מועצה אזורית גוש עציון
33,בת שלמה,32,חדרה,15.0,מועצה אזורית חוף הכרמל
1736,בתי זיקוק - קישון,31,חיפה,,חסר מעמד מוניציפלי
1292,ג'דיידה-מכר,24,עכו,99.0,מועצה מקומית
485,ג'ולס,24,עכו,99.0,מועצה מקומית
627,ג'לג'וליה,42,פתח תקווה,99.0,מועצה מקומית
976,ג'נאביב (שבט),62,באר שבע,,חסר מעמד מוניציפלי
541,ג'סר א-זרקא,32,חדרה,99.0,מועצה מקומית
487,ג'ש (גוש חלב),21,צפת,99.0,מועצה מקומית
628,ג'ת,32,חדרה,99.0,מועצה מקומית
872,גאולי תימן,41,השרון,16.0,מועצה אזורית עמק חפר
379,גאולים,41,השרון,18.0,מועצה אזורית לב השרון
1963,"גאון הירדן מ""א 3",22,כנרת,3.0,מועצה אזורית הגליל התחתון
853,גאליה,44,רחובות,27.0,מועצה אזורית גן רווה
352,גבולות,62,באר שבע,38.0,מועצה אזורית אשכול
424,גבים,61,אשקלון,37.0,מועצה אזורית שער הנגב
86,גבע,23,יזרעאל,8.0,מועצה אזורית הגלבוע
3763,גבע בנימין,74,ראמאללה,73.0,מועצה אזורית מטה בנימין
683,גבע כרמל,32,חדרה,15.0,מועצה אזורית חוף הכרמל
2014,גבעולים,62,באר שבע,39.0,מועצה אזורית שדות נגב
3644,גבעון החדשה,74,ראמאללה,73.0,מועצה אזורית מטה בנימין
1344,גבעות בר,62,באר שבע,41.0,מועצה אזורית בני שמעון
1293,גבעת אבני,22,כנרת,3.0,מועצה אזורית הגליל התחתון
